,id_amostra,identificacao_amostra,ponto,replica,campanha,data_coleta,tipo_amostra,analise,resultado,unidade
601,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Areia muito grossa (2 a 1 mm),15.706,g/100g
602,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",39.012,g/100g
603,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",23.939,g/100g
604,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",13.743,g/100g
605,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",3.927,g/100g
606,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,"Silte (0,062 mm a 0,00994)",0.253,g/100g
607,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",0.0,g/100g
608,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Cascalho,14.34,%
609,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Areia,31.85,%
610,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Silte,44.03,%
611,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Argila,9.78,%
612,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Classificação*,Sedimento cascalhoso,
613,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Cascalho,21.94,%
614,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Areia,28.77,%
615,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Silte,40.51,%
616,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Argila,8.78,%
617,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Classificação*,Sedimento cascalhoso,
618,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Cascalho,7.7,%
619,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Areia,78.42,%
620,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Silte,11.56,%
621,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Argila,2.32,%
622,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Classificação*,Areia,
623,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Cascalho,15.57,%
624,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Areia,73.62,%
625,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Silte,8.74,%
626,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Argila,2.07,%
627,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Classificação*,Sedimento cascalhoso,
628,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Cascalho,0.29,%
629,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Areia,99.14,%
630,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Silte,0.57,%
631,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Argila,0.0,%
632,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Classificação*,Areia,
633,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Cascalho,8.3,%
634,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Areia,91.48,%
635,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Silte,0.22,%
636,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Argila,0.0,%
637,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Classificação*,Areia,
638,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Cascalho,1.55,%
639,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Areia,98.38,%
640,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Silte,0.07,%
641,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Argila,0.0,%
642,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Classificação*,Areia,
643,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Cascalho,3.42,%
644,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Areia,96.33,%
645,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Silte,0.25,%
646,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Argila,0.0,%
647,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Classificação*,Areia,
648,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Lama total (silte + argila),53.81,%
649,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Areia total (cascalho + areia),46.19,%
650,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Lama total (silte + argila),49.29,%
651,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Areia total (cascalho + areia),50.71,%
652,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Lama total (silte + argila),13.88,%
653,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Areia total (cascalho + areia),86.12,%
654,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Lama total (silte + argila),10.81,%
655,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Areia total (cascalho + areia),89.19,%
656,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Lama total (silte + argila),0.57,%
657,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,Areia total (cascalho + areia),99.43,%
658,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Lama total (silte + argila),0.22,%
659,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,Areia total (cascalho + areia),99.78,%
660,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Lama total (silte + argila),0.07,%
661,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,Areia total (cascalho + areia),99.93,%
662,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Lama total (silte + argila),0.25,%
663,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,Areia total (cascalho + areia),99.75,%
664,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,-2.00,13.674,phi
665,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,-1.50,0.453,phi
666,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,-1.00,0.21,phi
667,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,-0.50,0.191,phi
668,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,0.00,0.421,phi
669,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,0.50,1.406,phi
670,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,1.00,2.254,phi
671,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,1.50,2.556,phi
672,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,2.00,3.423,phi
673,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,2.50,3.867,phi
674,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,3.00,4.278,phi
675,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,3.50,4.943,phi
676,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,4.00,8.514,phi
677,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,5.00,12.858,phi
678,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,6.00,10.38,phi
679,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,7.00,9.072,phi
680,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,8.00,11.722,phi
681,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,9.00,7.083,phi
682,106.22.1,Armadilhas,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,10.00,2.696,phi
683,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,-2.00,20.485,phi
684,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,-1.50,1.093,phi
685,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,-1.00,0.362,phi
686,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,-0.50,0.481,phi
687,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,0.00,0.599,phi
688,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,0.50,1.041,phi
689,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,1.00,1.528,phi
690,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,1.50,1.864,phi
691,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,2.00,2.62,phi
692,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,2.50,3.483,phi
693,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,3.00,4.192,phi
694,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,3.50,4.957,phi
695,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,4.00,8.0,phi
696,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,5.00,11.644,phi
697,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,6.00,9.548,phi
698,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,7.00,8.472,phi
699,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,8.00,10.851,phi
700,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,9.00,6.271,phi
701,106.22.2,Armadilhas,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,10.00,2.508,phi
702,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,-2.00,5.843,phi
703,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,-1.50,1.016,phi
704,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,-1.00,0.843,phi
705,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,-0.50,0.795,phi
706,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,0.00,1.143,phi
707,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,0.50,2.029,phi
708,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,1.00,3.77,phi
709,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,1.50,5.889,phi
710,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,2.00,11.02,phi
711,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,2.50,18.041,phi
712,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,3.00,20.087,phi
713,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,3.50,10.231,phi
714,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,4.00,5.421,phi
715,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,5.00,3.528,phi
716,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,6.00,2.565,phi
717,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,7.00,2.196,phi
718,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,8.00,3.267,phi
719,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,9.00,1.72,phi
720,106.22.3,Armadilhas,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,10.00,0.599,phi
721,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,-2.00,13.887,phi
722,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,-1.50,0.576,phi
723,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,-1.00,1.109,phi
724,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,-0.50,1.285,phi
725,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,0.00,1.482,phi
726,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,0.50,2.227,phi
727,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,1.00,3.559,phi
728,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,1.50,5.065,phi
729,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,2.00,9.262,phi
730,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,2.50,17.314,phi
731,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,3.00,19.788,phi
732,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,3.50,7.165,phi
733,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,4.00,6.474,phi
734,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,5.00,2.4,phi
735,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,6.00,1.775,phi
736,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,7.00,1.721,phi
737,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,8.00,2.838,phi
738,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,9.00,1.579,phi
739,106.22.4,Armadilhas,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,10.00,0.493,phi
740,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,-2.00,0.0,phi
741,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,-1.50,0.0,phi
742,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,-1.00,0.285,phi
743,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,-0.50,3.757,phi
744,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,0.00,6.562,phi
745,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,0.50,9.653,phi
746,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,1.00,14.456,phi
747,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,1.50,16.5,phi
748,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,2.00,20.97,phi
749,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,2.50,15.977,phi
750,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,3.00,5.991,phi
751,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,3.50,2.615,phi
752,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,4.00,2.663,phi
753,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,5.00,0.571,phi
754,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,6.00,0.0,phi
755,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,7.00,0.0,phi
756,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,8.00,0.0,phi
757,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,9.00,0.0,phi
758,106.22.5,SedPods,EP1,R1,3° Resgate 2022,21/04/2022,Sedimento,10.00,0.0,phi
759,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,-2.00,4.89,phi
760,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,-1.50,0.0,phi
761,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,-1.00,3.41,phi
762,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,-0.50,3.185,phi
763,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,0.00,7.178,phi
764,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,0.50,11.889,phi
765,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,1.00,20.054,phi
766,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,1.50,16.644,phi
767,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,2.00,15.164,phi
768,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,2.50,10.947,phi
769,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,3.00,4.441,phi
770,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,3.50,1.346,phi
771,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,4.00,0.628,phi
772,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,5.00,0.224,phi
773,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,6.00,0.0,phi
774,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,7.00,0.0,phi
775,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,8.00,0.0,phi
776,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,9.00,0.0,phi
777,106.22.6,SedPods,EP1,R2,3° Resgate 2022,21/04/2022,Sedimento,10.00,0.0,phi
778,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,-2.00,0.0,phi
779,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,-1.50,0.0,phi
780,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,-1.00,1.546,phi
781,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,-0.50,4.786,phi
782,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,0.00,13.991,phi
783,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,0.50,27.541,phi
784,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,1.00,30.118,phi
785,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,1.50,12.813,phi
786,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,2.00,4.934,phi
787,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,2.50,1.988,phi
788,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,3.00,0.81,phi
789,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,3.50,1.105,phi
790,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,4.00,0.295,phi
791,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,5.00,0.074,phi
792,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,6.00,0.0,phi
793,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,7.00,0.0,phi
794,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,8.00,0.0,phi
795,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,9.00,0.0,phi
796,106.22.7,SedPods,EP2,R1,3° Resgate 2022,20/04/2022,Sedimento,10.00,0.0,phi
797,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,-2.00,0.0,phi
798,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,-1.50,0.0,phi
799,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,-1.00,3.42,phi
800,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,-0.50,5.763,phi
801,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,0.00,9.943,phi
802,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,0.50,17.923,phi
803,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,1.00,21.089,phi
804,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,1.50,13.553,phi
805,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,2.00,10.386,phi
806,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,2.50,8.233,phi
807,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,3.00,5.51,phi
808,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,3.50,2.787,phi
809,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,4.00,1.14,phi
810,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,5.00,0.253,phi
811,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,6.00,0.0,phi
812,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,7.00,0.0,phi
813,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,8.00,0.0,phi
814,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,9.00,0.0,phi
815,106.22.8,SedPods,EP2,R2,3° Resgate 2022,20/04/2022,Sedimento,10.00,0.0,phi
816,150.22.1,Armadilhas,EP1,R1,4° Resgate 2022,26/05/2022,Sedimento,Grânulo (4 a 2 mm),0.087,g/100g
817,150.22.1,Armadilhas,EP1,R1,4° Resgate 2022,26/05/2022,Sedimento,Areia muito grossa (2 a 1 mm),0.833,g/100g
818,150.22.1,Armadilhas,EP1,R1,4° Resgate 2022,26/05/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",1.285,g/100g
819,150.22.1,Armadilhas,EP1,R1,4° Resgate 2022,26/05/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",0.979,g/100g
820,150.22.1,Armadilhas,EP1,R1,4° Resgate 2022,26/05/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",0.842,g/100g
821,150.22.1,Armadilhas,EP1,R1,4° Resgate 2022,26/05/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",5.573,g/100g
822,150.22.1,Armadilhas,EP1,R1,4° Resgate 2022,26/05/2022,Sedimento,"Silte (0,062 mm a 0,00994)",71.536,g/100g
823,150.22.1,Armadilhas,EP1,R1,4° Resgate 2022,26/05/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",18.865,g/100g
824,150.22.2,Armadilhas,EP1,R2,4° Resgate 2022,26/05/2022,Sedimento,Grânulo (4 a 2 mm),0.080,g/100g
825,150.22.2,Armadilhas,EP1,R2,4° Resgate 2022,26/05/2022,Sedimento,Areia muito grossa (2 a 1 mm),0.627,g/100g
826,150.22.2,Armadilhas,EP1,R2,4° Resgate 2022,26/05/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",1.541,g/100g
827,150.22.2,Armadilhas,EP1,R2,4° Resgate 2022,26/05/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",1.701,g/100g
828,150.22.2,Armadilhas,EP1,R2,4° Resgate 2022,26/05/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",1.341,g/100g
829,150.22.2,Armadilhas,EP1,R2,4° Resgate 2022,26/05/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",4.919,g/100g
830,150.22.2,Armadilhas,EP1,R2,4° Resgate 2022,26/05/2022,Sedimento,"Silte (0,062 mm a 0,00994)",69.079,g/100g
831,150.22.2,Armadilhas,EP1,R2,4° Resgate 2022,26/05/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",20.713,g/100g
832,150.22.3,Armadilhas,EP2,R1,4° Resgate 2022,24/05/2022,Sedimento,Grânulo (4 a 2 mm),9.751,g/100g
833,150.22.3,Armadilhas,EP2,R1,4° Resgate 2022,24/05/2022,Sedimento,Areia muito grossa (2 a 1 mm),0.653,g/100g
834,150.22.3,Armadilhas,EP2,R1,4° Resgate 2022,24/05/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",1.905,g/100g
835,150.22.3,Armadilhas,EP2,R1,4° Resgate 2022,24/05/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",4.502,g/100g
836,150.22.3,Armadilhas,EP2,R1,4° Resgate 2022,24/05/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",18.266,g/100g
837,150.22.3,Armadilhas,EP2,R1,4° Resgate 2022,24/05/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",17.339,g/100g
838,150.22.3,Armadilhas,EP2,R1,4° Resgate 2022,24/05/2022,Sedimento,"Silte (0,062 mm a 0,00994)",38.138,g/100g
839,150.22.3,Armadilhas,EP2,R1,4° Resgate 2022,24/05/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",9.446,g/100g
840,150.22.4,Armadilhas,EP2,R2,4° Resgate 2022,24/05/2022,Sedimento,Grânulo (4 a 2 mm),1.522,g/100g
